name	length	8Cell_SRR17972758_Rep1_R1	8Cell_SRR17972759_Rep2_R1	8Cell_SRR17972760_Rep3_R1	8Cell_SRR17972761_Rep4_R1	8Cell_SRR17972762_Rep5_R1	8Cell_SRR17972763_Rep6_R1	8Cell_SRR17972764_Rep7_R1	8Cell_SRR17972765_Rep8_R1	8Cell_SRR17972820_Rep9_R1	8Cell_SRR17972821_Rep10_R1	8Cell_SRR17972822_Rep11_R1	8Cell_SRR17972832_Rep12_R1	8Cell_SRR17972833_Rep13_R1	8Cell_SRR17972834_Rep14_R1	8Cell_SRR17972835_Rep15_R1	8Cell_SRR17972836_Rep16_R1	8Cell_SRR17972837_Rep17_R1	8Cell_SRR17972838_Rep18_R1	8Cell_SRR17972839_Rep19_R1	8Cell_SRR17972840_Rep20_R1	8Cell_SRR17972841_Rep21_R1	8Cell_SRR17972842_Rep22_R1	8Cell_SRR17972843_Rep23_R1
ACVR1B	4988	9	40	9	769	808	22	814	9	25	16	27	466	15	231	529	854	670	21	225	499	364	121	0
ACVR1C	1714	0	0	0	0	0	0	0	0	4	17	3	0	0	0	0	0	0	0	0	0	0	0	0
ACVR2A	4405	148	828	339	0	167	104	33	409	627	601	479	43	0	120	35	219	150	66	174	152	79	791	0
ACVR2B	11740	239	432	1344	1116	1214	844	402	1086	248	263	212	812	657	826	956	758	478	509	1313	1036	219	215	817
ACVRL1	2805	32	10	0	0	0	44	0	0	0	4	3	77	0	4	0	0	194	145	1	14	0	0	0
ACY1	1667	317	80	219	0	341	0	0	0	57	56	196	408	754	44	0	287	1	298	606	10	0	0	0
ACYP1	681	134	131	43	0	0	0	0	0	471	583	450	0	0	0	0	25	0	0	0	29	1	0	169
ACYP2	1682	49	0	0	178	0	0	0	0	8	16	24	0	0	60	101	4	147	127	273	34	321	155	0
ADA	1774	0	1	1	1	269	0	497	0	12	2	11	303	0	1	488	3	0	578	0	173	0	0	1
ADA2	2536	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ADAD1	2327	1	0	73	210	190	313	2	0	54	49	37	3	38	56	2	11	82	38	198	122	192	233	103
ADAD2	2191	437	399	265	432	259	2	363	1252	6	14	2	655	223	791	609	484	645	456	874	539	234	6	6
ADAL	4770	1	0	0	597	470	0	73	0	187	234	264	2	0	0	0	7	0	9	0	0	137	2	0
ADAM10	4897	4	1	314	7	46	52	11	0	1063	955	1043	18	21	88	4	137	15	228	0	136	69	279	149
ADAM11	5110	0	1	590	322	653	0	0	398	8	16	3	997	951	359	290	692	720	382	994	325	78	344	0
ADAM12	3289	39	4	771	859	782	0	1356	655	26	8	36	892	1080	1483	1749	1787	1009	2318	3489	872	606	18	661
ADAM15	4031	0	0	417	0	530	646	941	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0
ADAM17	4282	763	0	95	0	151	0	77	0	576	518	602	94	1	138	1	178	0	42	158	268	0	0	0
ADAM18	2377	12	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0
ADAM19	6575	2135	1264	3572	3602	3326	6223	7673	5338	326	204	373	9756	8982	12565	10461	9558	8983	5881	10223	4249	3348	2387	1659
ADAM1A	2769	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ADAM1B	2590	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ADAM20	7156	459	0	0	0	0	0	0	0	72	33	23	0	0	0	0	0	0	0	0	0	0	0	0
ADAM21	6649	0	0	0	0	0	0	0	0	3	0	0	0	0	67	0	0	0	0	0	0	0	0	0
ADAM22	10218	0	0	0	0	0	0	0	0	19	2	5	0	0	0	0	1	0	0	0	0	57	0	0
ADAM2	2707	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ADAM23	6513	0	0	209	0	1	0	0	0	37	35	48	0	0	0	0	82	80	18	0	163	0	0	0
ADAM29	2545	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ADAM32	2465	0	0	0	0	0	0	0	0	7	14	6	0	0	0	0	0	0	0	0	0	0	0	0
ADAM33	4514	0	1	118	590	0	0	0	0	35	55	40	0	0	0	0	34	0	59	39	0	67	0	0
ADAM3A	2593	0	0	0	0	0	0	0	0	6	1	0	0	22	0	0	0	0	0	0	0	0	0	0
ADAM7	3551	0	0	0	0	0	0	0	0	34	17	14	0	0	0	0	0	0	0	0	0	0	0	0
ADAM8	3432	227	0	680	0	0	0	577	0	12	15	18	0	0	15	0	0	145	70	135	23	0	0	0
ADAM9	4229	1	339	90	0	7	0	0	0	358	242	363	0	0	2	0	0	0	4	0	0	18	38	0
ADAMDEC1	6071	0	0	0	0	0	0	0	0	32	59	113	0	0	0	0	0	0	0	0	0	0	0	0
ADAMTS10	4765	1	0	0	1	0	0	11	0	4	7	33	0	0	0	0	89	0	0	0	24	20	0	0
ADAMTS12	8937	0	0	93	0	0	0	0	9	39	17	92	30	0	50	18	289	0	73	569	210	120	71	62
ADAMTS13	4755	0	0	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ADAMTS1	4259	75	0	157	0	15	0	0	0	472	250	809	0	0	1	0	48	581	154	0	55	0	0	0
ADAMTS14	5469	0	0	581	381	2	0	355	0	5	3	9	1	511	440	381	485	696	276	13	40	5	0	665
ADAMTS15	3028	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0
ADAMTS16	4891	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	4	0	0	0	0	0	0	0
ADAMTS17	6248	0	464	154	0	0	0	0	0	7	20	57	88	49	229	189	166	192	211	26	150	0	5	0
ADAMTS18	5596	59	0	64	3	76	0	0	0	28	4	13	481	32	487	53	819	3	316	27	271	54	2	0
ADAMTS19	5156	0	0	5	0	0	0	0	0	7	7	10	0	0	0	0	0	0	0	0	0	0	0	0
ADAMTS20	6424	0	0	0	0	0	0	0	0	6	5	13	0	0	0	0	0	0	0	0	0	0	0	0
ADAMTS2	4572	0	0	0	0	0	0	0	0	0	1	0	0	0	0	47	580	495	258	0	0	0	0	0
ADAMTS3	5876	0	0	0	0	0	0	0	0	22	23	72	0	0	0	0	0	0	0	0	0	0	0	0
ADAMTS4	3697	689	0	1609	590	1893	682	881	272	66	16	13	1784	471	2234	1303	2227	1203	1450	2390	341	428	145	729
ADAMTS5	3760	0	0	0	0	0	0	0	0	7	1	9	0	0	0	34	0	0	0	0	1	0	0	0
ADAMTS6	8434	315	0	0	0	14	0	0	0	191	150	292	0	0	0	0	0	0	0	0	0	0	0	0
ADAMTS7	5545	320	0	280	0	387	0	201	0	8	8	16	1668	978	470	37	299	1303	1007	327	175	344	445	458
ADAMTS8	2700	0	0	0	0	0	0	0	0	0	10	1	0	0	64	0	0	0	0	0	0	0	0	0
ADAMTS9	7598	0	0	48	0	56	0	0	0	69	46	26	136	0	95	0	466	164	25	313	102	89	0	0
ADAMTSL1	8374	349	23	1026	757	853	584	2064	0	46	26	24	962	1846	2908	1522	3596	1963	2398	3292	1424	1955	376	1097
ADAMTSL2	3717	90	0	0	0	0	0	0	0	0	0	0	0	0	116	0	43	0	0	0	0	0	0	0
ADAMTSL3	7183	0	0	0	0	0	0	0	0	15	35	21	0	0	7	0	0	0	0	0	62	0	0	0
ADAMTSL4	4566	0	0	0	0	3	0	0	0	1	2	7	8	0	0	0	9	0	0	0	0	0	0	0
ADAMTSL5	4276	5	0	39	0	37	0	0	0	5	8	1	20	36	151	59	356	25	128	285	0	333	7	185
ADAP1	3617	1083	1280	1917	1287	2171	2246	3679	2190	37	8	19	3390	2292	4742	3854	2936	3797	4498	6042	2394	2041	2394	3244
ADAP2	1643	0	0	0	46	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	103	0	0	0
ADAR	7084	1713	686	928	742	521	528	412	221	334	221	361	3167	647	3678	1203	3132	1569	1840	2256	1618	1262	965	217
ADARB1	6838	522	0	50	0	517	0	299	0	26	18	80	0	1	351	616	232	280	12	659	360	141	64	0
ADARB2	2205	0	0	0	0	0	0	0	0	2	2	0	0	0	75	0	0	0	0	0	0	0	0	0
ADAT1	9580	171	69	576	142	361	246	287	352	544	575	411	247	707	238	400	248	511	277	913	392	1052	2	140
ADAT2	1584	180	0	228	0	18	5	47	475	371	518	474	3	0	1	172	7	1	33	167	75	149	0	0
ADCK1	2211	481	16	1226	622	269	2068	779	1141	22	6	23	1262	1113	2035	1012	2800	1970	1417	3361	1182	186	19	841
ADCK2	2924	945	242	550	1911	1172	1549	325	1583	32	34	32	1254	1076	1095	368	1982	530	819	1903	617	846	197	0
ADCK5	5202	2	0	295	737	1	550	1072	0	87	116	108	1211	2	240	562	483	572	149	752	454	12	2	1
ADCY10	5803	1	0	11	0	0	0	0	0	8	12	4	0	0	0	0	0	0	25	0	0	0	0	0
ADCY1	3979	0	0	0	0	39	0	0	0	20	3	3	0	0	0	0	0	0	0	0	0	0	0	0
ADCY2	3972	0	0	46	0	46	0	576	18	39	27	19	3	61	137	0	55	0	198	205	15	316	64	1
ADCY3	3973	176	6	24	0	0	0	133	0	5	4	11	131	383	89	3	181	0	77	125	130	0	0	145
ADCY4	4877	0	0	5	0	0	126	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ADCY5	4499	51	0	0	0	1	0	1	0	8	6	7	283	9	237	0	49	2	38	363	1	14	0	0
ADCY6	6214	0	0	62	108	333	0	259	0	6	8	25	91	93	119	0	16	814	364	510	1	47	172	1
ADCY7	6810	106	731	3	256	1955	978	1273	1144	13	10	22	169	35	566	125	760	17	1171	1637	418	167	699	874
ADCY8	3868	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ADCY9	13569	71	44	1150	163	545	29	195	0	89	68	76	1260	0	1756	867	778	190	520	741	810	474	514	275
ADCYAP1	3083	0	4	62	0	0	66	435	240	37	71	41	140	0	184	13	68	233	102	383	193	233	22	0
ADCYAP1R1	6978	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ADD1	4117	211	81	835	14	519	896	3536	115	468	250	396	1365	425	3777	1975	2992	318	3888	2317	2209	747	975	1020
ADD2	8839	0	0	73	35	0	0	0	0	18	20	4	373	0	282	95	70	96	164	477	38	0	81	2
ADD3	5265	1723	1073	810	38	301	1	43	0	2964	2430	1255	80	15	592	31	408	20	88	146	186	147	444	644
ADGB	6498	0	0	0	0	0	0	0	0	28	20	85	0	0	0	0	0	0	0	0	0	0	0	0
ADGRA1	3290	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	119	0	0	0	0	0	0
ADGRA2	5762	0	0	71	0	0	4	124	0	2	4	15	73	4	84	108	0	0	1	48	32	26	0	0
ADGRA3	5334	94	0	533	28	32	127	326	0	212	196	431	0	1	87	6	134	0	41	173	240	105	72	14
ADGRB1	5742	0	0	0	1	0	0	0	0	0	2	5	0	0	3	0	0	0	0	0	4	0	0	0
ADGRB2	5359	0	0	37	0	0	3	7	0	3	2	1	0	32	1	49	57	11	57	0	88	125	113	8
ADGRB3	7162	19	0	1	0	41	9	0	0	121	113	70	0	15	5	156	3	21	16	195	13	17	194	12
ADGRD1	5443	0	0	0	0	32	0	0	0	3	0	6	0	0	0	384	4	0	40	0	0	135	0	0
ADGRD2	4751	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	155	0	0	0	0
ADGRE3	2614	0	0	0	0	0	0	0	0	40	38	54	0	0	0	0	0	0	0	0	0	0	0	0
ADGRE5	6927	112	2	521	5	12	14	1645	0	82	41	83	171	609	2674	1148	2183	1208	1782	944	447	157	61	117
ADGRF1	6450	0	0	0	0	0	0	0	0	3	10	80	0	0	0	0	0	0	0	0	0	0	0	0
ADGRF2	6056	0	0	0	0	0	0	0	0	0	0	0	128	0	0	0	0	0	0	0	0	0	0	0
ADGRF3	5308	0	0	0	0	0	0	0	0	0	8	1	0	0	0	0	0	0	0	0	0	0	0	0
ADGRF4	3224	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ADGRF5	6345	163	0	0	0	0	0	0	0	14	15	4	0	0	0	0	0	0	0	0	0	0	0	0
ADGRG1	5017	2	194	0	0	707	10	682	0	21	4	63	1302	1	1240	62	1055	921	794	395	689	804	4	1208
ADGRG2	5430	16	0	276	274	1	68	23	120	105	104	180	63	0	36	12	167	84	126	0	0	46	0	0
ADGRG3	4839	36	0	25	193	423	0	464	0	2	6	0	97	0	366	100	1	304	288	599	282	0	138	0
ADGRG5	5209	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	819
ADGRG6	7455	53	0	59	0	537	0	0	140	103	133	84	0	0	0	0	2	0	0	0	0	0	0	0
ADGRG7	3128	0	0	0	0	0	0	0	0	78	226	87	0	0	80	0	0	0	0	0	0	0	0	0
ADGRL1	8188	162	0	124	55	205	135	500	0	12	11	12	84	0	497	0	278	3	69	331	218	72	192	65
ADGRL2	5310	7	96	34	0	58	0	7	0	291	254	691	1	0	0	0	1	0	4	0	0	0	197	0
ADGRL3	12436	0	0	0	0	0	0	3	0	19	10	48	0	0	0	0	2	17	0	9	3	0	6	0
ADGRL4	3625	48	0	0	0	19	0	0	0	15	6	44	0	0	0	0	0	0	0	0	0	0	0	0
ADGRV1	19400	8	0	70	327	26	0	0	0	77	100	88	12	0	2	40	0	12	6	0	1	83	120	0
ADH1C	1449	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0
ADH4	1607	0	0	0	0	0	0	0	0	8	4	0	0	0	0	0	0	0	0	0	0	0	0	0
ADH5	1466	1305	121	554	511	547	6	2	1260	2783	2529	2908	275	136	260	169	811	552	735	65	609	284	569	67
ADH6	2918	0	0	0	0	0	0	0	0	28	38	84	0	0	0	0	0	0	0	0	0	0	0	0
ADH7	1125	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ADHFE1	2124	0	0	0	4	23	0	21	0	27	46	20	0	49	0	0	0	0	17	47	80	0	41	0
ADI1	1107	364	1	185	0	123	354	40	0	270	243	862	505	134	160	189	10	35	173	82	137	334	37	37
ADIG	1713	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ADIPOQ	3033	0	0	0	0	0	0	0	0	6	0	6	0	0	0	0	0	0	0	0	0	0	0	197
ADIPOR1	2054	1078	39	1318	51	1518	563	555	1910	372	174	258	1737	1007	722	1026	1615	1103	3319	5312	5291	2882	3794	1515
ADIPOR2	3807	9095	3327	10457	3077	7426	5432	6484	1405	2023	1652	1283	6638	4901	6274	7266	8911	9922	14084	17135	6286	3819	5358	4547
ADIRF	383	0	1	250	0	79	207	194	1	8	0	8	286	111	192	17	252	103	351	437	203	118	396	0
ADK	2151	175	712	425	23	244	0	438	0	901	988	1183	235	199	133	47	126	50	24	104	89	126	9	1
ADM	1867	1729	1352	2236	372	841	1447	1118	379	368	326	1226	2416	742	2282	735	2211	1373	2366	2837	989	714	66	514
ADM2	5520	2	0	1	0	0	0	0	337	1	0	0	0	0	2	21	0	0	0	128	4	0	0	0
ADM5	1775	23	35	145	241	93	258	105	78	12	21	10	54	56	409	163	202	211	27	268	209	273	0	43
ADNCR	1729	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ADNP2	5526	0	475	13	0	0	119	274	0	121	100	143	263	2	136	0	6	9	1	163	14	45	17	1
ADNP	5828	259	0	78	26	84	0	0	0	835	834	951	0	2	0	2	5	0	18	51	28	43	4	0
ADO	4657	378	622	460	0	419	343	284	0	188	238	160	280	545	415	1225	368	667	357	1847	112	286	195	747
ADORA1	3429	256	0	0	0	396	0	0	0	3	0	8	478	366	310	0	323	368	1	204	11	0	349	878
ADORA2A	2740	0	0	0	236	0	0	0	0	0	0	0	0	0	0	0	0	0	0	312	0	0	639	0
ADORA2B	2200	166	0	276	0	0	1	213	0	37	16	10	7	0	152	1	326	0	129	506	7	749	1952	0
ADORA3	1717	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ADPGK	3651	1026	2109	2247	6	1583	394	673	1	214	274	296	673	668	508	157	432	69	47	271	343	129	13	0
ADPRH	4718	0	0	0	430	250	0	0	0	12	23	50	0	0	0	0	0	0	0	0	0	0	0	0
ADPRHL1	1235	704	633	632	0	0	700	449	0	94	270	456	400	0	0	253	0	0	128	0	0	0	0	0
ADPRHL2	1633	1206	256	2731	0	880	1463	1489	43	76	76	111	786	379	789	629	553	997	133	657	284	726	916	0
ADPRM	1475	292	0	0	391	8	428	458	436	625	653	658	0	0	0	0	72	39	404	228	0	0	0	0
ADRA1A	6105	0	1	0	26	166	2	0	88	5	0	0	0	65	0	80	1	33	97	247	0	4	0	21
ADRA1B	1733	0	0	0	0	0	134	0	0	2	0	3	342	0	0	0	23	0	56	0	0	0	0	0
ADRA1D	1704	1	134	134	0	0	0	0	0	9	0	4	273	0	281	0	189	0	704	0	174	177	1	1
ADRA2A	1359	0	0	0	0	80	0	73	0	0	0	0	0	0	0	56	37	268	0	255	0	0	0	0
ADRA2B	1344	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ADRA2C	1993	193	0	1	0	0	10	225	0	2	7	0	0	1	4	279	114	0	0	0	3	0	0	0
ADRB1	1404	0	0	0	0	0	0	0	0	0	0	0	0	0	29	0	0	0	0	0	0	0	0	0
ADRB2	2030	1247	2271	1528	0	890	140	4	0	308	259	128	141	446	612	858	1055	301	922	1590	283	365	0	1
ADRB3	2074	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37	0	0	0	0	0	0	0	0
ADRM1	1408	2858	72	3157	1455	3490	891	1838	1326	372	266	291	2255	849	1625	977	1598	1379	1403	3293	2048	1916	907	1429
ADSL	1560	2020	1680	2249	2287	816	1872	1195	687	1002	1142	1335	434	805	1321	1085	860	921	1334	2469	1444	3	1235	404
ADSS	2554	1898	653	674	329	288	372	600	268	1149	1248	726	157	0	368	200	73	171	114	417	183	557	154	354
ADSSL1	2279	364	0	1	0	0	0	0	0	0	0	5	0	0	0	1	0	0	0	0	0	0	0	0
ADTRP	3479	0	0	0	0	0	0	0	0	11	0	1	0	0	0	0	0	0	0	0	0	0	0	0
AEBP1	4110	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0
AEBP2	4413	245	250	100	0	41	1	0	82	478	503	305	0	0	5	0	158	0	60	131	5	218	28	0
AEN	3273	492	0	1186	0	314	0	0	142	155	358	257	284	137	326	729	797	1015	299	5	319	412	1222	424
AES	1804	104	0	0	30	0	218	170	0	13	6	21	74	74	26	0	54	0	66	123	215	285	202	116
AFAP1	7897	116	727	371	0	287	1	1314	110	196	191	202	1	128	274	3	276	85	120	458	109	330	5	0
AFAP1L1	4269	0	0	0	0	0	0	38	0	0	0	1	0	0	0	0	0	0	0	0	9	0	0	0
AFAP1L2	5910	400	91	40	1	1	89	97	1	217	216	128	61	70	205	303	146	0	209	233	280	422	1	274
AFDN	9426	163	0	281	8	241	632	148	74	431	352	427	300	168	256	130	426	340	416	214	544	454	92	162
AFF1	7918	215	805	256	139	566	306	907	390	251	257	169	91	358	359	383	407	227	430	436	465	301	240	370
AFF2	10461	0	0	158	0	0	0	0	0	79	39	318	0	0	10	0	0	0	0	0	0	0	0	0
AFF3	9276	50	0	3	437	227	0	0	0	28	38	22	207	130	0	0	13	144	108	240	135	0	218	0
AFF4	9646	213	0	22	0	6	125	43	0	561	611	1086	0	0	0	30	17	0	0	0	17	0	1	4
AFG1L	2545	0	3	25	0	0	213	116	0	87	32	153	1	0	3	19	15	0	0	0	0	0	0	0
AFG3L2	2926	1445	1045	1679	1930	1720	632	1585	480	387	234	344	617	1155	1542	1047	1866	1388	1239	1156	1121	830	2460	648
AFM	5430	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	2
AFMID	3744	0	0	0	0	0	0	0	0	11	8	10	0	0	68	0	0	0	0	0	0	0	2	0
AFP	2036	0	0	0	0	0	0	0	0	53	26	17	0	0	0	0	0	0	0	0	0	0	0	0
AFTPH	4260	3	0	136	776	84	0	887	38	396	464	334	128	0	0	0	302	0	1	137	6	53	0	28
AGA	2067	0	0	89	77	0	0	0	0	194	153	629	0	0	0	0	0	0	0	0	0	0	0	0
AGAP1	4230	263	1	364	42	86	440	1480	342	13	31	38	187	554	185	396	340	190	714	810	333	334	811	7
AGAP2	7065	0	0	1	0	77	0	3	0	3	3	2	189	0	471	175	241	176	4	507	85	546	11	1
AGAP3	3421	27	1072	1151	2438	1102	736	91	0	42	15	57	1392	2043	3814	2347	3413	3812	3344	4246	1073	1294	683	640
AGBL1	6331	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
AGBL2	4971	0	7	329	86	497	41	57	534	186	71	52	98	10	428	174	44	371	203	307	529	40	61	68
AGBL3	4879	0	0	0	0	0	0	0	0	102	140	80	0	0	0	0	0	1	28	120	0	0	0	0
AGBL4	3198	0	0	0	0	0	0	100	0	10	72	16	153	0	0	0	0	0	0	0	0	0	0	0
AGBL5	5591	0	0	42	0	0	0	23	0	18	7	23	774	592	518	0	208	0	80	0	44	121	101	801
AGER	1945	0	0	0	0	0	0	0	0	4	4	6	1	51	4	0	0	10	0	0	0	0	0	0
AGFG1	9499	5293	274	4210	255	2096	333	1211	278	1803	1898	1525	1410	717	663	333	772	325	310	915	591	119	332	256
AGFG2	2492	147	7	529	216	599	551	80	648	52	85	44	493	41	94	644	562	343	508	750	778	62	951	956
AGGF1	7981	0	815	402	204	307	1	711	25	742	650	684	101	0	77	0	276	0	24	74	33	59	703	119
AGK	2900	33	857	569	179	36	782	1106	303	356	256	200	700	1139	1491	1297	3255	831	2832	2921	2219	2050	422	333
AGL	8066	30	0	57	0	1	0	0	0	363	300	258	259	45	0	0	4	0	3	0	12	0	335	2
AGMAT	3927	0	19	176	0	22	0	0	24	95	48	36	93	368	521	347	378	109	355	754	496	484	14	546
AGMO	2093	0	0	0	0	0	0	0	0	88	79	267	0	0	0	0	5	0	0	0	0	0	1	0
AGO1	10543	0	0	1	18	1	0	1	0	52	53	97	429	0	28	0	450	380	137	0	103	10	1	1
AGO2	2563	1040	0	966	4	137	167	8	4	191	152	166	819	221	347	36	486	561	1330	298	338	627	2040	0
AGO3	16420	376	1553	134	12	0	0	4	0	524	995	679	0	1	15	5	171	0	2	348	0	115	1	777
AGO4	6676	0	396	0	0	0	0	0	0	120	60	99	0	0	0	0	14	0	1	0	0	60	0	0
AGPAT1	5522	170	458	640	10	258	173	363	48	28	20	42	809	1146	456	1437	769	302	557	1167	555	19	223	146
AGPAT2	1430	934	701	758	110	325	58	304	48	35	10	21	190	186	82	47	50	65	127	168	37	243	124	37
AGPAT3	1429	414	0	9	1	24	348	713	0	126	74	130	192	413	692	747	501	319	981	2227	1139	1525	1370	0
AGPAT4	2254	0	1	126	0	0	0	0	0	22	9	21	0	0	149	0	0	0	181	0	0	0	1	0
AGPAT5	3787	4926	3209	4174	4540	2429	730	1582	1238	6743	6333	3271	60	304	68	312	185	35	45	234	49	399	195	652
AGPS	3868	755	735	290	47	493	0	0	739	2146	2605	1953	42	31	376	210	1011	1015	279	265	464	199	559	0
AGR2	1100	0	0	0	0	0	0	0	0	5	8	13	0	0	0	1	0	0	0	0	0	0	0	0
AGR3	745	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AGRN	7750	95	0	0	0	0	0	0	0	24	19	66	0	0	0	0	43	0	0	0	383	0	1	0
AGRP	1870	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AGT	1656	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AGTPBP1	4600	6	0	1	42	0	0	0	0	118	104	82	0	0	0	0	0	0	0	7	31	17	11	50
AGTR1	3088	0	0	0	0	0	0	0	0	4	0	19	0	0	0	0	0	0	0	0	0	0	0	0
AGTR2	3189	0	0	0	0	0	0	0	0	4	15	6	0	0	0	0	0	0	0	0	0	0	0	0
AGTRAP	1176	272	566	285	434	673	283	0	0	41	41	136	273	727	698	231	80	157	5	0	491	109	0	0
AGXT	1515	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AGXT2	1848	0	0	0	0	127	0	1	0	2	0	2	0	0	66	0	166	0	0	0	220	0	0	0
AHCTF1	9137	687	0	2413	25	417	112	777	0	2315	2492	1541	7	14	54	0	98	203	113	38	111	9	100	50
AHCY	2128	1791	6	3491	2631	896	116	6	418	293	315	431	3	778	3612	800	1104	776	2651	1770	194	935	1091	1102
AHCYL1	3916	420	19	62	0	2	0	0	0	585	534	669	15	0	0	13	39	5	23	225	18	9	843	1
AHCYL2	5588	1273	1	836	11	495	87	842	103	464	397	270	338	424	321	397	1972	111	817	1105	1146	389	216	67
AHDC1	6695	0	0	0	0	0	20	9	0	1	1	0	0	0	0	0	0	0	1	0	25	0	0	0
AHI1	5413	131	0	58	0	249	220	0	0	428	427	902	29	0	14	0	1	0	2	37	34	79	862	146
AHNAK	18873	1282	17	573	15	549	458	0	453	746	557	613	0	242	0	268	0	286	0	410	0	22	1	0
AHNAK2	17950	0	0	0	0	0	0	0	0	9	2	5	0	0	0	0	0	0	0	0	0	0	0	0
AHR	3011	99	0	306	0	0	0	405	0	124	197	542	0	0	468	66	16	14	62	0	19	84	0	0
AHRR	1425	0	0	45	0	0	0	0	0	0	1	4	0	0	0	0	0	0	0	0	0	0	0	0
AHSA1	1332	4235	2392	7530	6579	5757	6351	6835	6846	3160	3430	2356	11661	14574	18380	11079	15969	15009	24479	54168	37500	32311	9688	4512
AHSA2	1888	43	0	0	255	0	0	320	0	171	140	317	56	0	0	0	6	0	39	0	21	0	0	0
AHSG	1458	0	0	297	560	0	0	0	0	72	274	35	352	0	0	0	0	0	0	0	0	0	0	0
AHSP	1903	0	0	0	0	0	0	0	0	3	9	6	0	0	0	0	0	0	0	0	0	0	0	0
AICDA	596	0	0	0	0	0	0	0	0	10	26	14	0	0	0	0	31	0	0	0	0	0	0	0
AIDA	1385	162	13	55	7	6	2	133	0	109	86	64	6	104	70	80	57	75	55	26	58	196	81	18
AIF1	915	0	0	0	0	0	0	0	0	6	5	1	0	0	0	0	0	0	0	0	0	0	0	0
AIF1L	3290	0	0	399	0	83	62	141	0	93	59	177	62	0	0	147	19	0	21	0	0	0	0	0
AIFM1	2360	58	0	104	0	0	0	103	0	98	81	229	56	232	125	88	113	111	141	267	117	130	201	1
AIFM2	6752	189	0	434	0	0	0	0	0	71	81	173	0	0	0	0	152	0	0	291	241	0	0	0
AIFM3	3511	0	0	1	0	0	26	0	0	0	1	2	0	0	21	0	41	0	2	54	0	25	7	0
AIG1	3684	0	0	79	0	0	0	0	0	36	34	100	0	54	17	0	0	0	24	0	79	0	0	0
AIM2	672	0	0	20	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
AIMP1	1092	1138	819	666	500	494	0	314	448	2913	4266	3413	2	275	1	174	279	0	0	120	121	172	467	38
AIMP2	1179	4437	1433	6872	4553	4013	2240	3995	1584	1002	1162	1275	1088	2435	2113	1801	1055	2117	2401	3353	2476	1573	2954	963
AIP	1252	451	2	789	1136	544	1084	1235	926	426	355	683	232	525	463	873	608	666	923	3679	851	554	1	6
AIPL1	987	0	0	0	0	0	0	0	11	0	0	0	0	39	0	0	0	0	0	0	0	0	0	0
