name	length	Morula_SRR17972742_Rep1_R1	Morula_SRR17972743_Rep1_R1	Morula_SRR17972744_Rep1_R1	Morula_SRR17972745_Rep1_R1	Morula_SRR17972746_Rep1_R1	Morula_SRR17972747_Rep1_R1	Morula_SRR17972748_Rep1_R1	Morula_SRR17972749_Rep1_R1	Morula_SRR17972750_Rep1_R1	Morula_SRR17972751_Rep1_R1	Morula_SRR17972752_Rep1_R1	Morula_SRR17972753_Rep1_R1	Morula_SRR17972754_Rep1_R1	Morula_SRR17972755_Rep1_R1	Morula_SRR17972756_Rep1_R1	Morula_SRR17972757_Rep1_R1	Morula_SRR17972786_Rep1_R1	Morula_SRR17972787_Rep1_R1	Morula_SRR17972788_Rep1_R1	Morula_SRR17972789_Rep1_R1	Morula_SRR17972817_Rep1_R1	Morula_SRR17972818_Rep1_R1	Morula_SRR17972819_Rep1_R1
ACVRL1	2805	0	0	0	4	0	0	0	0	0	0	0	0	61	0	43	0	6	0	0	0	0	0	0
ACY1	1667	663	0	0	25	681	1	14	0	117	0	102	4	0	0	4	0	411	201	383	0	22	22	38
ACYP1	681	163	48	80	16	0	0	0	0	19	0	5	1	24	0	190	0	62	129	0	1	223	293	321
ACYP2	1682	0	0	0	0	0	0	23	0	10	0	26	0	13	0	0	0	3	0	0	0	0	5	4
ADA	1774	1054	978	727	77	338	31	253	1	551	0	453	0	265	41	444	1	1082	1026	1465	1051	135	108	94
ADA2	2536	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ADAD1	2327	104	7	116	3	43	0	34	75	140	0	42	1	40	0	33	0	62	0	8	0	56	61	18
ADAD2	2191	73	0	1	33	325	9	0	0	0	0	70	0	149	0	0	0	0	0	166	0	1	0	1
ADAL	4770	0	22	21	41	124	87	7	18	100	0	36	0	13	0	1	0	0	0	21	0	169	239	257
ADAM10	4897	277	79	105	153	222	22	22	0	23	2	80	18	39	28	8	7	302	7	472	1	1316	1346	1501
ADAM11	5110	347	7	109	36	0	206	155	0	181	0	133	77	49	0	0	1	126	35	120	0	6	13	1
ADAM12	3289	2	0	135	0	247	0	0	26	197	156	276	20	37	0	42	1	0	0	318	0	0	0	0
ADAM15	4031	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ADAM17	4282	117	5	74	74	184	20	62	213	92	0	139	78	13	9	104	2	151	25	214	0	388	483	476
ADAM18	2377	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	2	1
ADAM19	6575	938	287	1104	79	1656	190	2721	0	2979	283	6558	155	1776	266	181	1	2	0	2313	0	24	63	56
ADAM1A	2769	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
ADAM1B	2590	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ADAM20	7156	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	57	82	60
ADAM21	6649	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	4	0
ADAM22	10218	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	19	4	0	9	8	13
ADAM2	2707	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ADAM23	6513	0	0	0	0	0	0	0	0	5	0	7	0	0	0	0	0	0	0	0	0	1	0	3
ADAM29	2545	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ADAM32	2465	0	0	0	7	1	0	0	0	0	0	0	0	0	0	0	55	0	0	0	0	6	14	2
ADAM33	4514	0	27	43	0	0	0	17	0	0	46	19	69	0	0	0	0	255	17	35	0	22	24	10
ADAM3A	2593	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
ADAM7	3551	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	47	18	15
ADAM8	3432	0	6	245	13	58	24	0	0	133	0	0	1	25	0	20	0	170	273	207	0	22	30	31
ADAM9	4229	1	0	9	49	1	0	0	0	11	0	2	4	17	0	147	1	53	4	31	0	216	164	179
ADAMDEC1	6071	0	0	0	5	29	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	68	121	75
ADAMTS10	4765	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ADAMTS12	8937	0	0	1	27	239	0	0	0	27	1	301	0	100	0	0	0	0	0	1	0	0	9	4
ADAMTS13	4755	0	0	0	0	0	0	0	0	0	91	0	1	0	0	0	0	0	0	25	0	0	0	0
ADAMTS1	4259	3	0	387	0	0	8	1	0	194	1	19	0	28	0	0	0	0	0	0	0	36	32	66
ADAMTS14	5469	316	0	0	7	386	0	350	0	1	0	85	0	8	0	0	0	0	0	129	0	1	5	0
ADAMTS15	3028	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0
ADAMTS16	4891	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ADAMTS17	6248	0	6	17	3	333	0	78	0	0	0	22	0	23	0	48	0	0	64	3	0	1	4	3
ADAMTS18	5596	0	0	0	0	0	1	0	0	202	0	199	17	88	3	0	1	0	0	4	0	1	6	13
ADAMTS19	5156	0	0	0	2	0	0	0	0	9	0	0	0	0	1	0	0	0	0	0	0	0	7	3
ADAMTS20	6424	41	0	0	4	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	15	10	12
ADAMTS2	4572	0	0	0	0	0	0	0	0	6	0	0	0	0	0	9	0	0	0	0	0	1	0	0
ADAMTS3	5876	14	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	22	40	19
ADAMTS4	3697	0	0	0	0	546	0	2	0	514	0	838	0	131	0	3	0	57	0	1	0	19	12	14
ADAMTS5	3760	0	0	227	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0
ADAMTS6	8434	0	0	0	2	0	22	0	0	0	0	0	0	0	0	0	0	0	40	0	1	117	88	45
ADAMTS7	5545	0	0	2	45	319	0	0	0	29	50	92	0	24	0	0	0	0	10	128	678	3	11	5
ADAMTS8	2700	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	1	3
ADAMTS9	7598	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0	3	0	0	0	0	9	19	5
ADAMTSL1	8374	16	0	11	33	386	5	0	0	729	0	1111	182	498	0	9	0	0	0	122	1	7	7	23
ADAMTSL2	3717	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ADAMTSL3	7183	0	25	0	0	93	0	43	0	7	0	0	0	0	0	0	0	24	0	9	0	24	20	44
ADAMTSL4	4566	128	0	28	16	0	29	0	3	1	0	10	72	4	30	0	0	34	48	22	0	17	19	23
ADAMTSL5	4276	189	0	142	0	10	0	21	0	113	0	108	0	75	0	1	0	0	0	0	0	2	10	6
ADAP1	3617	292	88	1125	96	599	142	685	0	1133	11	1657	0	1451	0	442	50	343	85	1120	1	7	13	26
ADAP2	1643	5	0	1	16	295	0	0	0	0	0	23	0	5	0	0	3	0	7	0	0	9	6	7
ADAR	7084	632	277	610	157	152	71	193	217	796	48	712	188	377	364	42	17	921	71	555	8	110	142	183
ADARB1	6838	60	5	2	7	4	27	0	0	8	0	102	1	2	0	0	0	0	5	25	0	1	6	4
ADARB2	2205	0	0	0	0	0	0	0	0	15	0	14	0	0	0	0	0	0	0	0	0	0	0	0
ADAT1	9580	34	19	25	39	0	190	325	220	335	144	403	370	459	521	400	48	87	95	417	0	310	278	262
ADAT2	1584	0	3	4	70	48	210	335	0	14	0	184	39	44	0	1	0	1	89	108	1168	248	287	298
ADCK1	2211	366	49	588	117	62	120	0	275	36	103	310	69	405	428	2	36	434	102	227	0	18	25	34
ADCK2	2924	2247	1338	829	505	1357	183	433	2	366	389	924	464	403	5	20	14	736	422	1379	890	58	131	113
ADCK5	5202	1190	314	1071	222	906	101	743	18	472	36	529	394	197	3	8	3	3	434	497	3289	66	130	187
ADCY10	5803	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	27	22	11
ADCY1	3979	0	484	38	0	4	1	123	1	53	0	0	0	0	1	0	0	678	19	25	0	2	6	15
ADCY2	3972	258	103	132	103	150	4	17	445	94	1	76	5	0	187	3	0	290	3	42	0	104	102	128
ADCY3	3973	0	0	1	0	0	0	0	0	0	0	0	0	3	0	0	0	1	0	0	0	6	0	0
ADCY4	4877	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	3	5
ADCY5	4499	0	0	0	2	0	0	0	0	5	0	2	0	0	21	0	0	0	6	0	0	2	2	4
ADCY6	6214	0	173	0	64	21	0	0	0	61	0	296	219	0	0	0	0	0	47	0	0	11	16	11
ADCY7	6810	495	398	277	5	236	0	96	0	178	112	440	0	58	9	2	0	89	180	148	476	8	19	11
ADCY8	3868	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
ADCY9	13569	36	4	125	40	4	119	90	0	28	1	305	0	41	2	144	0	146	26	216	0	49	63	82
ADCYAP1	3083	0	0	0	0	0	0	0	0	8	1	0	145	28	11	0	1	0	0	59	0	16	20	15
ADCYAP1R1	6978	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ADD1	4117	253	47	513	57	633	0	347	459	665	5	1069	75	285	5	136	30	177	22	593	177	82	202	216
ADD2	8839	145	59	358	77	74	12	11	0	1	3	242	55	4	141	0	4	422	252	303	2647	116	141	96
ADD3	5265	97	135	622	143	53	15	15	1	126	65	525	111	190	138	71	8	200	103	269	19	1407	2394	2071
ADGB	6498	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	7
ADGRA1	3290	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1
ADGRA2	5762	1	3	1	11	0	8	0	31	3	39	3	7	0	1	0	0	0	0	0	0	3	1	2
ADGRA3	5334	535	14	277	47	224	0	891	0	25	0	18	0	99	192	2	1	79	169	37	0	129	164	188
ADGRB1	5742	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	2	0
ADGRB2	5359	0	0	0	11	0	0	13	1	0	46	29	0	1	0	0	0	1	26	0	0	4	4	4
ADGRB3	7162	18	13	53	6	0	0	0	0	7	24	1	0	0	84	2	0	0	1	0	0	142	59	83
ADGRD1	5443	590	0	83	35	138	1	128	105	133	129	66	328	171	25	183	0	497	318	234	1	52	145	37
ADGRD2	4751	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ADGRE3	2614	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ADGRE5	6927	16	0	37	63	13	28	0	0	113	14	248	1	52	130	176	0	3	212	319	0	21	15	24
ADGRF1	6450	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
ADGRF2	6056	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ADGRF3	5308	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
ADGRF4	3224	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ADGRF5	6345	0	0	13	3	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	26	57	44
ADGRG1	5017	0	0	0	0	21	0	0	0	37	0	2	0	17	0	0	0	138	0	1	0	0	1	0
ADGRG2	5430	0	0	19	27	6	0	0	0	31	0	33	1	14	36	0	0	0	0	42	0	46	46	58
ADGRG3	4839	0	0	0	0	30	0	0	0	0	0	93	0	56	0	1	0	280	0	125	0	0	0	0
ADGRG5	5209	0	0	0	0	0	0	0	0	0	0	0	510	0	0	0	0	0	139	0	0	0	0	0
ADGRG6	7455	715	58	430	238	41	14	82	260	132	61	78	37	44	198	160	104	978	33	356	402	755	1207	1301
ADGRG7	3128	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	3	16
ADGRL1	8188	13	0	28	3	56	55	59	0	12	59	0	1	8	9	8	3	0	0	61	0	9	13	3
ADGRL2	5310	0	2	6	3	5	0	16	1	1	4	67	3	0	3	0	1	3	0	71	0	144	140	223
ADGRL3	12436	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	83	0	27	11	9
ADGRL4	3625	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	3	3
ADGRV1	19400	0	0	0	1	69	0	0	0	0	8	0	0	0	50	25	0	30	0	0	0	28	25	21
ADH1C	1449	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ADH4	1607	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	12	7
ADH5	1466	1169	1098	1606	390	536	381	406	30	467	176	648	122	534	111	1147	137	3451	1845	1666	2256	5064	5527	5425
ADH6	2918	0	0	0	0	1	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	14	20	26
ADH7	1125	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ADHFE1	2124	0	0	0	2	0	0	0	0	14	0	0	0	8	0	0	0	0	0	0	0	9	4	9
ADI1	1107	1218	644	1073	259	615	581	247	364	352	11	306	326	123	91	25	15	116	1285	426	23	199	278	446
ADIG	1713	0	0	0	0	45	0	0	0	0	0	0	0	0	0	0	0	0	0	31	0	0	2	0
ADIPOQ	3033	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33	0	0	0	0
ADIPOR1	2054	1209	481	443	225	279	385	916	711	565	84	676	214	617	151	271	54	223	253	367	1786	137	171	195
ADIPOR2	3807	7784	1777	6477	1320	4826	866	3290	1665	3410	1176	6476	7414	3087	1870	1673	696	5684	1563	8492	3582	1729	2217	1987
ADIRF	383	0	0	0	0	53	0	67	0	0	57	27	0	49	0	83	0	0	0	83	0	0	0	0
ADK	2151	1464	175	1074	177	532	102	165	124	182	111	64	295	76	432	340	14	855	270	621	0	862	799	768
ADM	1867	592	224	383	58	1714	384	725	0	1573	172	3880	666	1918	230	415	18	207	77	1157	0	159	159	225
ADM2	5520	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ADM5	1775	0	0	14	29	4	16	0	0	24	0	34	13	12	0	0	8	0	19	58	59	3	3	16
ADNCR	1729	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ADNP2	5526	217	9	53	186	11	10	116	0	15	25	59	479	131	159	20	13	533	140	228	0	159	245	246
ADNP	5828	259	5	18	82	0	3	3	68	212	12	36	11	137	35	136	51	71	24	564	0	556	820	692
ADO	4657	491	372	128	202	315	109	193	338	240	99	369	278	285	9	125	0	103	239	314	0	271	279	313
ADORA1	3429	0	0	1	0	4	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0
ADORA2A	2740	188	239	0	22	0	12	0	0	74	0	0	0	0	21	0	0	0	109	53	0	4	0	1
ADORA2B	2200	9	0	0	13	0	0	0	0	6	1	151	0	120	13	0	0	41	49	179	0	14	12	8
ADORA3	1717	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8
ADPGK	3651	350	6	817	88	430	7	425	1507	289	0	168	7	69	96	8	1	401	15	1353	0	165	188	144
ADPRH	4718	314	0	3	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	15	5
ADPRHL1	1235	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ADPRHL2	1633	3531	916	1528	402	2785	181	54	1749	801	442	1761	296	585	320	530	304	900	781	3013	1	83	68	84
ADPRM	1475	104	254	0	25	278	67	0	0	11	0	305	0	0	2	4	1	0	0	0	158	371	437	382
ADRA1A	6105	0	1	1	2	0	3	0	51	13	0	29	29	16	23	0	0	0	0	3	0	0	1	0
ADRA1B	1733	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ADRA1D	1704	2	0	0	0	0	0	0	0	1	0	56	0	3	0	0	0	0	0	19	0	0	2	0
ADRA2A	1359	0	22	0	0	0	0	0	0	0	0	66	0	0	0	0	9	0	0	0	0	0	0	1
ADRA2B	1344	20	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	1	0
ADRA2C	1993	378	30	188	31	63	33	123	0	77	2	297	4	69	7	0	0	0	29	111	2	7	21	16
ADRB1	1404	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ADRB2	2030	399	6	279	14	405	0	62	0	479	359	1572	0	86	0	576	1	1	130	725	2	48	85	34
ADRB3	2074	7	43	0	12	10	0	35	94	25	36	0	36	0	24	0	0	0	24	24	391	0	3	1
ADRM1	1408	3789	2328	1441	705	2175	343	2254	914	849	593	636	1476	640	540	1715	72	2418	2979	3111	2220	366	539	697
ADSL	1560	3980	1636	1858	667	2537	143	1122	19	616	161	523	69	415	7	109	25	4165	3510	5083	1609	914	1373	1612
ADSS	2554	869	816	1043	370	755	182	471	66	367	47	394	130	98	260	741	96	1449	349	1363	268	1615	1610	1377
ADSSL1	2279	0	0	0	1	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	1	0	0	1
ADTRP	3479	0	0	3	0	20	9	0	0	12	0	43	0	38	0	0	0	4	0	0	0	52	26	32
AEBP1	4110	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	5	0
AEBP2	4413	346	393	183	269	224	67	10	781	48	54	96	220	61	243	362	13	101	216	275	83	1163	899	993
AEN	3273	940	605	229	469	857	117	278	0	713	242	198	137	162	216	47	143	548	1101	597	0	159	221	222
AES	1804	0	7	0	8	11	0	65	7	11	2	17	0	24	0	50	0	0	10	7	0	1	5	5
AFAP1	7897	3	193	24	51	86	3	111	0	133	15	98	11	55	4	24	11	11	137	142	0	68	136	148
AFAP1L1	4269	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0
AFAP1L2	5910	26	49	12	87	135	24	95	0	141	12	38	120	0	35	11	16	30	20	300	2	181	185	201
AFDN	9426	106	589	108	491	296	214	344	94	151	31	256	77	130	315	320	41	129	212	890	33	935	1123	1068
AFF1	7918	204	181	588	86	359	74	39	3	210	49	207	192	161	533	106	91	277	66	298	1	251	373	311
AFF2	10461	0	0	2	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32	18	22
AFF3	9276	0	0	0	6	84	1	56	0	27	2	0	1	37	0	0	0	0	0	0	0	14	19	14
AFF4	9646	400	174	19	85	30	59	4	4	17	14	15	21	9	229	6	21	1505	5	28	1	458	487	424
AFG1L	2545	0	103	1	6	88	0	0	185	0	0	2	0	30	4	0	0	166	5	11	0	132	124	114
AFG3L2	2926	665	570	1166	646	518	363	428	347	359	121	758	429	365	459	206	235	787	493	2307	278	322	413	482
AFM	5430	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0
AFMID	3744	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	66	0	2	8	6
AFP	2036	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	5	1
AFTPH	4260	18	75	339	118	72	5	181	0	56	155	244	234	91	28	6	73	308	27	743	0	810	716	783
AGA	2067	7	0	121	2	0	0	277	0	4	0	0	0	38	0	1	0	228	155	28	0	60	75	51
AGAP1	4230	55	95	183	21	169	55	130	1	54	22	209	0	86	0	0	0	14	0	136	0	15	24	14
AGAP2	7065	0	0	0	3	0	1	0	0	0	0	109	0	0	12	0	0	0	0	7	0	0	1	0
AGAP3	3421	784	373	1181	213	1405	273	477	2	187	352	459	170	86	14	176	1	1472	581	191	2788	15	53	58
AGBL1	6331	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2
AGBL2	4971	64	94	9	20	1	0	65	0	255	0	167	29	105	11	19	0	149	13	4	0	50	59	96
AGBL3	4879	0	0	0	2	0	0	0	0	0	0	23	0	0	0	0	0	0	0	9	0	17	26	11
AGBL4	3198	0	18	0	2	0	0	0	0	9	0	16	0	0	0	1	0	0	0	0	0	22	45	22
AGBL5	5591	0	507	103	2	462	0	0	1	9	5	422	0	15	16	1	0	4	0	129	0	15	25	27
AGER	1945	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	4	4
AGFG1	9499	3617	2811	1679	1466	2069	577	2728	1239	612	659	1264	1423	606	695	316	966	3017	1688	3946	4317	1542	2131	1694
AGFG2	2492	354	3	12	34	289	0	1	77	133	0	722	438	371	3	1286	0	277	106	399	203	55	52	55
AGGF1	7981	67	574	29	25	331	0	318	0	178	41	15	20	4	101	4	23	84	126	36	351	464	765	646
AGK	2900	38	0	374	10	221	0	64	0	447	0	1103	31	434	5	112	0	47	36	325	0	126	145	180
AGL	8066	1	76	15	30	0	0	0	0	50	0	0	1	3	19	4	3	39	37	356	0	439	412	382
AGMAT	3927	0	0	79	1	455	0	2	0	151	0	176	0	281	0	10	0	0	0	7	0	4	13	29
AGMO	2093	0	0	0	0	0	0	0	0	27	0	2	0	0	0	0	0	0	45	0	0	35	200	25
AGO1	10543	64	12	483	96	19	0	20	1	271	0	283	29	162	39	0	20	1	24	128	429	132	206	197
AGO2	2563	14	232	0	41	0	0	70	2	43	5	418	73	101	3	3	4	1360	4	562	0	126	132	133
AGO3	16420	0	0	7	17	0	0	71	140	34	25	26	2	2	2	1	2	811	34	292	2	231	238	153
AGO4	6676	130	105	353	97	16	4	34	220	10	11	11	0	7	10	5	9	0	17	563	0	109	148	74
AGPAT1	5522	25	0	160	19	55	0	200	2	182	2	462	3	240	31	26	2	2	31	183	0	2	0	4
AGPAT2	1430	131	189	101	16	118	14	65	7	24	13	71	4	31	18	0	0	106	20	117	140	1	12	8
AGPAT3	1429	189	267	95	3	21	1	0	0	337	0	260	16	390	39	3	1	278	132	435	0	27	65	31
AGPAT4	2254	3746	583	2286	402	1551	559	640	1	1718	145	4860	2756	1587	108	806	33	3098	755	1843	1400	223	345	363
AGPAT5	3787	3493	2044	1570	1248	1346	578	1576	1014	754	608	410	1847	387	819	486	386	2491	439	3804	802	4804	5415	4147
AGPS	3868	550	942	146	80	265	57	142	85	192	14	336	169	136	2	9	48	583	170	191	2448	1426	1749	1547
AGR2	1100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	19	13
AGR3	745	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	1	0
AGRN	7750	0	60	91	13	0	0	0	0	5	2	18	0	15	0	8	0	73	34	428	0	12	21	6
AGRP	1870	0	0	0	0	0	0	0	0	0	0	0	0	0	32	18	0	0	0	0	0	4	1	1
AGT	1656	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AGTPBP1	4600	0	9	4	28	0	0	0	0	144	2	71	5	0	0	0	0	0	0	0	0	51	102	83
AGTR1	3088	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
AGTR2	3189	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0
AGTRAP	1176	6687	2978	8254	1571	8720	1524	5687	1134	6172	640	1298	3428	1525	1373	569	10	2991	1902	3466	2523	147	208	270
AGXT	1515	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AGXT2	1848	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
AHCTF1	9137	128	398	102	282	42	197	137	1	7	4	12	96	74	117	13	12	1141	62	867	3433	1983	2051	1738
AHCY	2128	5856	977	3025	2014	1609	487	436	1061	1947	543	982	3422	698	1558	244	44	10289	8852	5749	2518	808	1623	1485
AHCYL1	3916	0	98	68	48	0	0	164	129	87	63	184	161	113	12	181	0	5	12	65	0	383	585	498
AHCYL2	5588	628	1362	892	404	393	14	95	19	1039	89	1431	186	398	88	332	8	313	255	1132	0	409	478	396
AHDC1	6695	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	1	1
AHI1	5413	41	1	21	72	7	69	94	9	37	0	58	34	102	32	8	134	132	232	223	0	597	702	625
AHNAK	18873	246	1478	973	873	865	34	208	480	256	40	19	126	217	296	9	42	278	287	865	3	307	520	463
AHNAK2	17950	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
AHR	3011	0	0	0	3	0	0	0	0	70	0	172	0	8	0	1	0	82	4	4	0	44	50	26
AHRR	1425	0	0	0	4	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	3
AHSA1	1332	4299	2299	2272	797	1228	1534	1245	732	2517	647	4369	3854	3310	2890	1383	43	2379	4184	4931	3529	2215	2918	2450
AHSA2	1888	291	2	18	12	30	16	0	289	26	7	0	11	0	0	166	5	0	101	4	0	135	218	194
AHSG	1458	0	0	3	36	0	3	99	0	35	5	0	0	8	0	0	0	610	267	386	0	74	149	83
AHSP	1903	0	0	0	0	0	0	0	0	86	0	21	0	0	0	0	0	0	47	0	0	7	6	10
AICDA	596	0	0	96	1	0	62	0	0	0	0	71	0	0	0	0	0	0	0	0	0	48	50	41
AIDA	1385	4	2	196	1	25	60	64	6	95	8	29	10	19	6	1	54	176	1	50	2	39	39	40
AIF1	915	0	0	58	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	42	19	23
AIF1L	3290	833	503	737	606	1045	283	311	10	281	0	147	28	49	43	59	6	1129	1254	654	1009	103	195	114
AIFM1	2360	250	258	268	115	106	234	114	149	75	17	71	65	41	58	36	6	648	250	593	1	76	229	132
AIFM2	6752	217	1	136	71	0	2	17	0	147	0	85	260	20	14	0	2	444	182	480	0	20	25	16
AIFM3	3511	0	0	0	0	0	0	35	0	0	0	0	0	0	0	0	0	0	0	29	0	0	0	0
AIG1	3684	0	0	0	76	176	47	203	0	27	40	0	66	5	0	0	0	11	67	15	0	8	20	4
AIM2	672	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
AIMP1	1092	586	842	374	218	130	147	746	22	116	32	224	56	28	115	106	261	1411	649	718	1	3364	3160	3062
AIMP2	1179	7943	1363	3631	643	2401	498	1009	1139	1009	304	1727	1405	976	582	1098	79	4759	3113	7761	1843	1108	1435	1389
AIP	1252	825	1039	1004	142	1834	461	1061	384	452	202	767	3018	644	807	0	3	834	551	1456	2337	162	306	267
AIPL1	987	0	0	0	0	0	0	0	0	1	0	0	0	0	19	0	0	0	0	0	0	1	0	0
AIRE	2254	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
AIRN	892	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
AJAP1	1446	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
AJM1	5303	0	0	0	0	95	0	0	0	21	0	54	0	0	0	0	0	0	0	72	0	0	1	0
AJUBA	2951	404	371	203	74	677	136	613	0	868	0	908	9	48	0	417	1	0	366	718	0	160	95	77
AK1	2571	41	0	52	10	92	0	0	0	0	28	15	0	4	0	0	1	0	64	26	0	8	23	5
AK2	1914	2187	1262	2869	610	1537	369	441	1081	1271	19	1014	444	844	1109	1039	1	1851	2868	1188	725	1057	1193	1234
