name	length	Blastocyst_SRR17972766_Rep1_R1	Blastocyst_SRR17972767_Rep1_R1	Blastocyst_SRR17972768_Rep1_R1	Blastocyst_SRR17972769_Rep1_R1	Blastocyst_SRR17972770_Rep1_R1	Blastocyst_SRR17972771_Rep1_R1	Blastocyst_SRR17972772_Rep1_R1	Blastocyst_SRR17972773_Rep1_R1	Blastocyst_SRR17972774_Rep1_R1	Blastocyst_SRR17972775_Rep1_R1	Blastocyst_SRR17972776_Rep1_R1	Blastocyst_SRR17972777_Rep1_R1	Blastocyst_SRR17972778_Rep1_R1	Blastocyst_SRR17972779_Rep1_R1	Blastocyst_SRR17972780_Rep1_R1	Blastocyst_SRR17972781_Rep1_R1	Blastocyst_SRR17972782_Rep1_R1	Blastocyst_SRR17972783_Rep1_R1	Blastocyst_SRR17972784_Rep1_R1	Blastocyst_SRR17972785_Rep1_R1	Blastocyst_SRR17972814_Rep1_R1	Blastocyst_SRR17972815_Rep1_R1	Blastocyst_SRR17972816_Rep1_R1
ACY1	1667	566	622	166	537	216	232	428	471	1	0	0	0	0	0	0	86	71	6	0	1	40	90	24
ACYP1	681	106	115	168	72	143	115	235	28	0	44	2	35	0	0	0	0	1	1	0	117	192	193	134
ACYP2	1682	0	0	0	0	0	11	0	0	0	0	7	0	0	39	0	0	0	16	0	0	5	8	2
ADA	1774	719	537	241	388	49	290	277	303	281	186	306	474	67	101	46	8	244	54	95	14	91	109	32
ADA2	2536	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0
ADAD1	2327	0	0	36	27	19	0	0	0	0	0	43	0	179	0	0	0	0	0	0	0	7	3	5
ADAD2	2191	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	18	0	0	0	1	2	0
ADAL	4770	205	130	158	144	106	392	5	0	74	61	3	0	189	0	93	0	16	2	0	5	119	100	50
ADAM10	4897	216	268	802	452	288	398	273	452	177	103	101	133	569	261	607	73	95	165	0	174	1144	1065	515
ADAM11	5110	2	0	106	97	0	60	314	68	26	6	0	0	1	135	12	0	2	2	0	0	4	5	2
ADAM12	3289	0	0	0	0	26	0	0	0	0	80	0	186	36	187	0	21	0	1	0	21	0	2	3
ADAM15	4031	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	3
ADAM17	4282	148	270	169	120	108	258	253	112	92	38	94	177	15	45	76	224	19	52	1	22	283	276	138
ADAM18	2377	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	0
ADAM19	6575	211	235	232	470	262	310	501	359	325	373	294	589	504	325	530	374	134	295	2	1	51	57	31
ADAM1A	2769	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ADAM1B	2590	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ADAM20	7156	18	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	35	20
ADAM21	6649	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	2	0
ADAM22	10218	0	38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	10	5
ADAM2	2707	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0
ADAM23	6513	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	3
ADAM29	2545	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ADAM32	2465	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	3	7
ADAM33	4514	0	0	0	7	0	6	0	0	0	18	0	0	0	0	0	0	0	0	0	0	2	1	7
ADAM3A	2593	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	1
ADAM7	3551	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	3	0
ADAM8	3432	113	77	1	68	46	173	76	267	1	1	0	148	3	0	29	5	0	0	0	83	28	26	29
ADAM9	4229	37	55	193	47	26	103	56	32	193	74	48	1	96	3	8	59	92	88	0	11	456	431	185
ADAMDEC1	6071	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	17	2
ADAMTS10	4765	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	3	0
ADAMTS12	8937	0	0	0	21	0	0	0	0	0	6	0	0	0	0	9	0	0	0	0	0	7	6	10
ADAMTS13	4755	0	0	0	0	0	0	0	16	8	0	0	0	0	0	0	0	0	0	0	0	1	3	1
ADAMTS1	4259	0	0	1	67	0	0	0	0	0	0	0	1	0	0	49	0	0	0	0	37	14	33	14
ADAMTS14	5469	0	0	0	0	0	70	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	5	2
ADAMTS15	3028	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ADAMTS16	4891	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	4	3
ADAMTS17	6248	0	28	2	2	0	14	0	0	48	24	0	0	0	0	0	0	5	1	0	2	14	2	2
ADAMTS18	5596	0	0	0	0	1	233	0	0	55	17	12	0	0	0	2	0	3	0	0	1	48	30	15
ADAMTS19	5156	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	4	0
ADAMTS20	6424	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	5	3
ADAMTS2	4572	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	5	4	2
ADAMTS3	5876	0	0	6	0	0	14	230	29	1	0	0	0	0	2	4	0	0	0	0	1	42	35	33
ADAMTS4	3697	0	48	0	1	0	4	0	0	0	1	109	0	3	0	0	0	0	0	0	5	20	12	14
ADAMTS5	3760	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ADAMTS6	8434	0	3	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	18	2
ADAMTS7	5545	124	126	2	42	0	0	2	1	0	0	1	73	0	0	146	60	0	42	0	49	14	5	7
ADAMTS8	2700	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	1
ADAMTS9	7598	0	0	0	0	0	0	0	0	0	0	0	0	134	1	0	0	0	0	0	0	4	13	3
ADAMTSL1	8374	0	0	133	0	0	0	0	0	0	1	0	0	0	24	209	140	0	24	0	0	6	4	4
ADAMTSL2	3717	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	3
ADAMTSL3	7183	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	8	0
ADAMTSL4	4566	23	26	14	236	0	68	5	202	4	0	103	1	1	0	0	135	2	4	174	1	38	61	22
ADAMTSL5	4276	0	0	64	0	2	19	1	0	14	0	3	0	10	0	0	1	25	0	0	1	9	19	12
ADAP1	3617	328	264	305	224	35	452	2	47	283	228	18	156	18	432	87	1	62	24	887	133	15	12	13
ADAP2	1643	0	0	0	19	0	0	0	186	0	48	0	0	0	0	0	0	0	0	0	0	4	6	1
ADAR	7084	140	179	297	333	136	48	107	147	55	186	142	78	39	120	30	15	100	104	0	33	140	91	85
ADARB1	6838	0	53	0	3	30	5	0	0	150	20	0	0	0	0	0	0	21	0	0	0	9	11	7
ADARB2	2205	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
ADAT1	9580	257	90	220	145	14	87	90	205	214	147	194	89	223	168	787	129	322	410	68	59	166	213	96
ADAT2	1584	56	28	269	0	166	161	11	112	5	40	59	0	0	43	226	94	0	4	0	0	72	44	36
ADCK1	2211	19	203	68	234	273	153	233	277	170	58	96	9	1	115	512	91	102	24	0	3	27	26	19
ADCK2	2924	1332	943	613	594	43	878	704	743	51	211	8	453	2	434	7	280	412	175	3	3	141	76	86
ADCK5	5202	431	974	518	580	1090	708	165	430	746	413	239	282	1	159	5	534	54	69	0	13	173	219	86
ADCY10	5803	0	0	0	16	0	0	0	0	31	0	0	0	0	0	0	1	0	0	0	0	8	14	12
ADCY1	3979	112	58	65	4	0	180	6	0	11	39	1	2	0	0	0	0	0	0	0	0	1	5	2
ADCY2	3972	198	228	3	54	141	368	41	38	14	20	27	80	9	5	0	41	0	4	0	0	37	36	28
ADCY3	3973	0	0	0	14	0	0	0	0	0	0	0	67	0	0	0	0	0	0	0	0	1	8	5
ADCY4	4877	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	1
ADCY5	4499	0	0	0	3	0	86	2	0	0	0	0	0	0	0	0	0	0	0	0	0	3	3	4
ADCY6	6214	0	0	0	16	4	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	9	8
ADCY7	6810	14	66	42	162	245	14	0	31	0	80	0	0	2	27	0	0	2	0	0	0	17	18	8
ADCY8	3868	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1	1
ADCY9	13569	13	27	159	20	105	1	0	50	4	104	0	214	0	0	0	0	4	8	0	4	40	76	48
ADCYAP1	3083	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	0	0	0	0	0	1	4	2
ADCYAP1R1	6978	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	5	3
ADD1	4117	13	80	65	26	18	66	32	13	99	27	210	109	346	57	37	95	14	41	0	4	101	88	37
ADD2	8839	46	82	81	135	37	27	121	55	100	11	0	7	0	16	1	112	21	40	0	0	75	87	51
ADD3	5265	156	74	306	270	214	179	31	60	77	65	222	78	246	94	557	191	167	250	45	66	1802	1689	941
ADGB	6498	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	5	1
ADGRA1	3290	0	0	49	0	47	0	0	0	1	1	0	0	0	0	0	64	0	0	0	0	0	1	1
ADGRA2	5762	0	0	12	23	3	1	0	16	0	0	0	0	2	0	0	0	2	0	0	1	8	4	5
ADGRA3	5334	15	69	78	128	76	337	52	63	37	279	1	1	0	7	0	36	20	33	2	20	149	129	96
ADGRB1	5742	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	3	6
ADGRB2	5359	0	0	0	0	0	0	0	0	1	9	0	0	0	1	0	0	0	0	0	0	7	7	4
ADGRB3	7162	0	0	249	0	140	0	1	20	8	41	0	0	0	0	0	3	10	2	0	3	18	9	12
ADGRD1	5443	130	87	152	11	3	12	199	8	86	0	0	162	0	110	0	0	125	0	0	0	20	39	22
ADGRD2	4751	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	4
ADGRE3	2614	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	1
ADGRE5	6927	169	188	36	258	72	349	57	81	141	36	52	2	2	9	71	78	11	0	1	25	12	17	19
ADGRF1	6450	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	49	0	1	0	0	4	1	1
ADGRF2	6056	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	4
ADGRF3	5308	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	4	6
ADGRF4	3224	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	1
ADGRF5	6345	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	5	6	4
ADGRG1	5017	0	42	1	30	0	52	188	1	0	23	1	1	3	0	38	0	0	0	0	0	12	20	6
ADGRG2	5430	96	9	23	6	72	40	36	21	3	15	67	22	0	3	245	2	6	3	0	10	72	47	12
ADGRG3	4839	0	0	2	0	230	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	4	5
ADGRG5	5209	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	6
ADGRG6	7455	560	183	1337	633	249	518	516	356	286	249	647	308	833	432	647	618	406	656	6	137	1245	1173	543
ADGRG7	3128	0	0	0	0	1	0	0	0	0	0	0	0	0	0	252	0	0	0	0	0	1	6	0
ADGRL1	8188	0	9	56	1	33	97	0	0	0	0	0	8	2	8	18	4	2	0	0	0	11	14	5
ADGRL2	5310	1	80	52	21	1	26	20	2	166	11	1	213	29	7	5	158	29	8	19	11	48	40	34
ADGRL3	12436	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	3	5	2
ADGRL4	3625	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	1	0
ADGRV1	19400	0	0	1	0	58	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	14	36	8
ADH1C	1449	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1
ADH4	1607	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ADH5	1466	904	584	635	751	642	413	199	336	172	140	12	351	1	299	343	270	201	86	210	81	657	542	418
ADH6	2918	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	3	5
ADH7	1125	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ADHFE1	2124	0	43	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	19	0	0	5	2	0
ADI1	1107	974	812	509	507	701	817	634	461	307	489	77	424	125	294	163	217	49	99	0	23	121	80	65
ADIG	1713	0	0	0	0	0	19	0	33	0	0	0	0	0	0	0	0	53	0	0	0	0	0	4
ADIPOQ	3033	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	2
ADIPOR1	2054	573	451	277	654	482	592	520	468	626	389	381	312	113	357	242	114	294	82	0	42	328	311	222
ADIPOR2	3807	2992	3248	2292	2558	2270	2913	1208	2024	882	907	581	1722	743	848	600	1294	432	463	113	190	723	680	455
ADIRF	383	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32	0	0	0	1	0
ADK	2151	133	478	566	481	174	209	470	639	134	303	196	563	8	19	164	108	2	98	1	341	599	585	313
ADM	1867	17	202	568	66	214	141	39	471	282	212	23	356	216	2	222	53	47	114	0	50	159	120	118
ADM2	5520	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	2
ADM5	1775	3	0	8	15	16	55	0	102	108	8	63	14	0	1	0	0	19	1	0	0	10	11	9
ADNCR	1729	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ADNP2	5526	59	253	156	281	102	236	398	10	96	266	42	390	387	99	394	402	418	248	3	99	324	346	213
ADNP	5828	87	38	144	159	0	37	0	2	0	40	5	308	313	58	45	100	322	200	0	172	648	693	302
ADO	4657	21	127	358	244	181	289	46	233	15	327	120	229	0	86	151	96	97	35	0	25	323	277	147
ADORA1	3429	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	3
ADORA2A	2740	0	41	3	0	0	144	55	9	0	104	0	58	0	53	0	1	0	0	0	0	1	1	3
ADORA2B	2200	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	6	1	1	0	0	4	1	4
ADORA3	1717	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ADPGK	3651	367	209	311	659	261	69	9	204	165	3	8	65	6	273	152	83	138	31	0	1	168	150	65
ADPRH	4718	0	0	0	0	0	125	0	0	0	0	0	0	0	0	0	0	0	1	0	0	8	6	3
ADPRHL1	1235	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2
ADPRHL2	1633	408	977	438	776	644	637	43	1222	377	311	209	1	0	423	0	2	24	122	0	36	26	41	43
ADPRM	1475	8	15	2	32	50	146	0	10	0	0	0	1	0	203	0	0	0	13	0	9	14	9	30
ADRA1A	6105	0	0	0	0	0	0	0	0	0	0	7	0	0	2	0	0	2	0	0	0	0	4	0
ADRA1B	1733	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2
ADRA1D	1704	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0
ADRA2A	1359	0	2	9	1	0	2	20	1	0	0	0	0	0	0	0	0	0	53	0	0	0	1	1
ADRA2B	1344	0	0	0	3	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0
ADRA2C	1993	12	17	22	9	115	2	67	21	13	2	41	44	0	0	0	96	2	8	0	0	9	8	6
ADRB1	1404	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
ADRB2	2030	27	61	0	174	0	59	114	3	0	220	63	0	37	199	457	17	5	124	0	36	20	19	7
ADRB3	2074	17	38	3	0	17	20	82	5	0	42	0	15	0	0	0	0	0	22	0	0	1	0	1
ADRM1	1408	1066	1649	774	1260	1428	1426	913	1303	1101	561	228	946	360	559	650	218	62	222	391	79	265	215	245
ADSL	1560	2191	2662	2356	3115	1484	2330	1062	1476	1746	282	504	361	32	200	299	609	556	195	2	70	453	509	376
ADSS	2554	269	278	552	430	460	444	271	561	390	284	168	202	296	357	280	209	243	276	0	113	597	573	342
ADSSL1	2279	202	0	116	38	0	0	0	0	0	0	0	1	651	0	0	0	0	1	1	13	0	5	3
ADTRP	3479	0	0	36	0	0	0	16	69	0	41	0	0	0	0	0	0	0	24	0	0	2	3	0
AEBP1	4110	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	2	4	1
AEBP2	4413	195	268	392	220	332	390	293	217	212	152	238	42	337	246	392	98	86	172	0	80	889	818	428
AEN	3273	901	512	376	526	280	521	588	331	44	233	37	454	190	154	23	489	45	36	0	193	235	245	128
AES	1804	30	9	17	17	24	23	35	27	3	17	0	15	6	26	33	8	3	11	0	0	14	11	5
AFAP1	7897	252	111	18	58	14	97	33	44	9	17	22	7	149	37	2	17	8	88	5	2	142	137	105
AFAP1L1	4269	1	65	0	0	0	2	0	0	0	38	0	0	0	0	0	0	0	0	0	0	3	8	2
AFAP1L2	5910	0	3	34	35	36	2	54	23	69	77	18	42	0	0	1	5	2	21	0	2	71	67	51
AFDN	9426	324	545	148	405	175	232	190	140	37	100	181	56	189	199	1080	127	294	422	2	91	1037	1146	645
AFF1	7918	216	212	158	193	148	87	55	103	78	150	100	59	9	133	56	72	96	114	0	83	44	52	44
AFF2	10461	24	0	0	3	43	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	6	6	10
AFF3	9276	0	0	0	0	0	0	0	0	0	9	0	0	0	17	0	3	0	0	0	0	7	18	18
AFF4	9646	131	26	78	171	11	136	128	54	447	21	61	41	286	93	165	79	218	104	24	45	434	483	203
AFG1L	2545	0	141	5	112	0	22	0	21	0	62	0	120	0	1	0	59	10	16	0	1	51	48	36
AFG3L2	2926	734	1403	1214	1329	922	702	787	1077	545	979	475	630	569	673	453	385	356	281	9	270	495	414	287
AFM	5430	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	1	0	1	5	3	2
AFMID	3744	13	3	1	27	0	43	0	51	0	105	0	71	1	0	12	0	5	63	0	0	4	11	3
AFP	2036	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
AFTPH	4260	234	381	492	607	399	116	55	404	157	369	67	359	154	66	152	244	61	45	0	31	241	260	158
AGA	2067	153	107	2	16	0	77	0	97	0	58	0	48	49	0	0	0	23	51	0	21	98	83	33
AGAP1	4230	0	13	143	6	0	0	3	7	0	0	0	0	0	0	0	0	34	4	0	0	9	11	7
AGAP2	7065	1	6	0	2	0	3	0	0	0	0	0	11	49	0	0	2	16	2	0	0	8	12	8
AGAP3	3421	539	727	304	541	338	717	148	840	158	61	387	77	438	255	6	185	115	4	2	5	137	121	94
AGBL1	6331	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	4	2
AGBL2	4971	0	0	19	6	0	1	52	0	22	10	19	0	0	1	0	40	1	2	0	0	51	7	29
AGBL3	4879	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	11	5
AGBL4	3198	0	0	99	25	0	0	0	3	0	0	0	2	68	0	0	0	1	0	0	0	9	18	3
AGBL5	5591	61	14	231	35	112	324	78	37	3	426	3	0	0	169	1	1	0	0	0	0	12	11	7
AGER	1945	0	0	0	2	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	3	7	6
AGFG1	9499	2502	2722	2840	3906	2627	3269	2987	3429	1467	2394	1331	2740	3245	2146	1826	1173	1175	1313	90	349	1945	1710	922
AGFG2	2492	192	64	179	118	5	136	133	62	33	51	23	26	1	45	3	192	21	10	0	0	59	47	18
AGGF1	7981	23	293	189	194	25	35	34	35	0	125	39	9	12	106	61	8	124	32	0	14	244	263	115
AGK	2900	9	17	275	123	0	16	156	5	10	8	0	324	37	0	24	24	85	4	0	5	97	87	87
AGL	8066	83	5	114	103	15	81	14	19	17	39	35	11	3	23	0	124	0	155	42	22	223	238	122
AGMAT	3927	0	0	0	0	0	0	0	14	126	0	0	0	0	0	0	189	1	60	0	0	14	9	6
AGMO	2093	218	0	0	1	0	30	0	0	0	0	1	0	46	135	0	0	0	0	0	0	7	3	4
AGO1	10543	170	238	255	257	48	69	203	62	33	122	107	10	15	142	8	67	4	72	1	57	325	321	148
AGO2	2563	117	9	7	96	18	8	44	61	44	77	43	7	218	10	0	12	11	8	1	2	16	39	16
AGO3	16420	11	89	220	113	30	121	15	440	102	16	2	75	18	7	3	20	5	6	34	3	138	152	70
AGO4	6676	26	53	23	85	351	27	0	36	5	26	0	16	0	25	0	89	3	1	0	32	68	64	48
AGPAT1	5522	47	21	29	98	14	96	49	6	40	103	0	164	11	89	110	64	99	32	0	0	16	9	9
AGPAT2	1430	54	72	85	118	195	111	207	178	45	62	46	32	21	48	68	16	12	3	41	1	21	15	27
AGPAT3	1429	15	99	104	125	17	219	19	228	93	66	22	0	0	0	2	0	0	25	0	2	18	32	17
AGPAT4	2254	586	1554	728	842	901	810	247	418	639	311	104	19	458	570	1293	370	151	72	1	18	104	111	95
AGPAT5	3787	1214	948	2202	2058	2684	1738	2279	2522	1492	1631	1202	1215	1185	1005	1145	450	447	518	339	313	1876	1399	1140
AGPS	3868	100	186	159	95	154	244	110	105	196	130	232	26	368	91	125	170	157	84	1	53	915	752	520
AGR2	1100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	2	4
AGR3	745	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	2	0
AGRN	7750	254	389	222	416	564	323	13	217	89	280	544	75	7	437	128	70	40	125	1	56	206	228	91
AGRP	1870	0	4	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	4
AGT	1656	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	5	0	0	0	1	0
AGTPBP1	4600	7	1	1	7	0	0	0	0	7	0	0	0	5	8	1	0	9	1	0	8	52	56	43
AGTR1	3088	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	3	0
AGTR2	3189	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0
AGTRAP	1176	8141	6962	8539	8902	13294	13599	13045	13551	10348	10291	3040	7075	4238	5805	2911	4489	2279	2652	6	641	524	420	335
AGXT	1515	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AGXT2	1848	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	1
AHCTF1	9137	287	102	84	291	352	217	107	151	103	597	209	163	10	48	66	9	635	174	0	51	689	658	297
AHCY	2128	8386	5670	5614	4938	5518	4657	2885	4070	1948	1918	2780	2225	1406	959	2366	2168	2061	1077	7	220	1418	1506	1171
AHCYL1	3916	101	183	77	391	315	24	238	97	91	23	7	172	129	387	563	396	69	42	0	23	471	470	229
AHCYL2	5588	551	946	1051	792	615	949	762	912	285	994	471	1088	869	738	172	459	301	72	3	149	592	577	361
AHDC1	6695	0	0	10	8	0	0	0	0	0	0	0	0	0	3	25	0	0	5	0	1	9	8	4
AHI1	5413	1	12	145	133	23	130	38	15	103	230	65	6	8	16	19	113	9	19	0	13	208	342	168
AHNAK	18873	1637	1705	1423	2563	1663	1527	1275	1723	1281	876	967	833	1575	1111	1998	1525	2044	1321	656	578	1246	1558	755
AHNAK2	17950	0	0	0	0	0	0	0	0	46	0	0	0	0	1	0	0	0	0	1	0	0	3	0
AHR	3011	1	10	0	0	27	34	88	114	13	0	0	0	34	0	0	2	1	0	0	0	8	7	6
AHRR	1425	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
AHSA1	1332	3652	2499	1247	2140	949	1162	614	1156	1071	341	377	327	500	395	769	361	358	358	145	190	682	470	553
AHSA2	1888	0	0	0	57	25	31	0	206	0	0	0	170	49	1	0	0	0	0	1	2	37	24	18
AHSG	1458	0	97	0	123	0	0	0	0	0	0	111	0	0	0	0	0	0	0	0	1	0	8	3
AHSP	1903	0	0	0	42	0	0	0	0	0	53	0	0	0	0	0	0	0	0	0	0	2	3	0
AICDA	596	0	0	0	0	0	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	20	4
AIDA	1385	1	6	137	26	8	23	205	68	81	13	17	5	4	66	7	2	4	1	0	5	3	11	5
AIF1	915	0	11	0	8	0	0	0	49	0	0	0	0	0	0	0	0	2	0	0	0	5	17	0
AIF1L	3290	1333	1562	1019	1233	1615	1331	843	1213	584	423	253	277	125	115	142	418	174	123	4	85	700	570	454
AIFM1	2360	612	503	341	506	452	615	263	307	448	171	99	858	261	110	178	260	388	194	174	235	308	246	240
AIFM2	6752	490	1724	857	665	1119	1597	770	592	826	240	114	169	1	365	23	280	0	68	9	63	114	125	60
AIFM3	3511	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	4
AIG1	3684	61	133	135	158	118	187	85	17	147	139	88	262	97	1	187	90	25	66	0	40	28	20	17
AIM2	672	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0
AIMP1	1092	466	382	1207	1026	137	629	319	316	257	478	16	166	18	156	12	194	12	7	2	54	791	699	679
AIMP2	1179	1613	2576	1539	2616	799	2384	822	1601	344	1168	344	161	38	250	338	564	101	162	40	217	184	125	150
AIP	1252	467	134	343	292	340	128	1	18	0	62	28	405	179	181	180	272	0	78	0	2	9	17	6
AIPL1	987	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
AIRE	2254	0	0	0	0	0	0	0	4	3	0	0	0	0	0	0	0	0	0	0	0	6	1	0
AIRN	892	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	3	3	0
AJAP1	1446	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AJM1	5303	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	2
AJUBA	2951	1	0	12	0	6	5	0	91	0	0	24	0	0	0	0	32	0	29	9	2	27	14	12
AK1	2571	166	45	113	76	181	16	68	96	0	40	104	0	0	0	0	1	0	41	1	5	6	5	2
AK2	1914	2691	1563	1757	1979	899	1961	722	1058	295	1300	334	653	852	700	150	706	363	290	46	247	1365	1313	772
AK3	3867	486	424	1306	686	385	520	546	504	228	547	210	444	215	230	194	98	37	338	1	179	631	565	367
AK4	7463	840	740	1380	1149	826	547	706	767	632	254	448	183	215	512	451	272	533	347	1	82	972	900	570
